id_tbc_variable,regional_key,primary_category,category_lv_1,category_lv_2,category_deepest,shipping_rate,start_date,end_date
NULL,031301010000,NULL,"TV, Audio / Video, Gaming & Wearables",Console Gaming,Consoles,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,031303020000,NULL,"TV, Audio / Video, Gaming & Wearables",Console Gaming,Games,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,031301010000,NULL,"TV, Audio / Video, Gaming & Wearables",Console Gaming,Consoles,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,031302010000,NULL,"TV, Audio / Video, Gaming & Wearables",Console Gaming,Consoles,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,031302020000,NULL,"TV, Audio / Video, Gaming & Wearables",Console Gaming,Games,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,031302010000,NULL,"TV, Audio / Video, Gaming & Wearables",Console Gaming,Consoles,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,031304030000,NULL,"TV, Audio / Video, Gaming & Wearables",Console Gaming,Games,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,030304010000,NULL,"TV, Audio / Video, Gaming & Wearables",Gadgets,Kits,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,030308000000,NULL,"TV, Audio / Video, Gaming & Wearables",Gadgets,Metal Detectors,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,030310000000,NULL,"TV, Audio / Video, Gaming & Wearables",Gadgets,Universal Chargers,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,030401000000,NULL,"TV, Audio / Video, Gaming & Wearables",Video,Blu-Ray/DVD Players,104040,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,030408010000,NULL,"TV, Audio / Video, Gaming & Wearables",Video,Projector Screens,138720,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,030408040000,NULL,"TV, Audio / Video, Gaming & Wearables",Video,Other Projector Accessories,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,031003000000,NULL,"TV, Audio / Video, Gaming & Wearables",Wearable Technology,Smart Glasses,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,031005010000,NULL,"TV, Audio / Video, Gaming & Wearables",Wearable Technology,Docks & Chargers,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,031005040000,NULL,"TV, Audio / Video, Gaming & Wearables",Wearable Technology,Cases,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,031006020000,NULL,"TV, Audio / Video, Gaming & Wearables",Wearable Technology,PC VR,104040,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,031006030100,NULL,"TV, Audio / Video, Gaming & Wearables",Wearable Technology,Motion Controllers,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,031103000000,NULL,"TV, Audio / Video, Gaming & Wearables",TV Accessories,Wall Mounts & Protectors,121380,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,031105000000,NULL,"TV, Audio / Video, Gaming & Wearables",TV Accessories,3D Glasses,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,031107000000,NULL,"TV, Audio / Video, Gaming & Wearables",TV Accessories,TV Adapters,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,031200000000,NULL,"TV, Audio / Video, Gaming & Wearables",App-enabled Accessories,App-enabled Accessories,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,040104000000,NULL,Cameras,Camera Accessories,"Camera Cases, Covers and Bags",52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,040114000000,NULL,Cameras,Camera Accessories,Straps,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,040117020000,NULL,Cameras,Camera Accessories,Studio Equipment,173400,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,040117030000,NULL,Cameras,Camera Accessories,Photography & Studio Lighting,138720,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,020804010000,NULL,Computers & Laptops,Printers & Accessories,Photo,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,040120010000,NULL,Cameras,Camera Accessories,Monopods,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,040120020000,NULL,Cameras,Camera Accessories,Tripods,86700,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,040121020000,NULL,Cameras,Camera Accessories,Mounts,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,040121030000,NULL,Cameras,Camera Accessories,Protective Lens,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,040121070000,NULL,Cameras,Camera Accessories,Other Action Camera Accessories,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,040402000000,NULL,Cameras,Instant Camera,Instant Camera Films,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,040500000000,NULL,Cameras,Mirrorless,Mirrorless,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,040701000000,NULL,Cameras,Gadgets & Other Cameras,Toy Cameras,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,041601000000,NULL,Cameras,Security Cameras & Systems,IP Security Cameras,104040,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,041601000000,NULL,Cameras,Security Cameras & Systems,IP Security Cameras,104040,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,041601000000,NULL,Cameras,Security Cameras & Systems,IP Security Cameras,121380,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,041601000000,NULL,Cameras,Security Cameras & Systems,IP Security Cameras,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,040801000000,NULL,Cameras,DSLR,Sets,121380,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,041202000000,NULL,Cameras,Optics,Telescopes,104040,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,041203000000,NULL,Cameras,Optics,Binoculars,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,041204000000,NULL,Cameras,Optics,Optics Accessories,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,041303040000,NULL,Cameras,Lenses,Filters,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,041303070000,NULL,Cameras,Lenses,Follow - Focus Levers,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,041402000000,NULL,Cameras,Drones,Drone Accessories,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050101080000,NULL,Home Appliances,Cooling & Heating,Air Conditioners,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050102010000,NULL,Home Appliances,Cooling & Heating,Air Purifiers,104040,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050102020000,NULL,Home Appliances,Cooling & Heating,Dehumidifiers,242760,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050102030000,NULL,Home Appliances,Cooling & Heating,Humidifiers,86700,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050103000000,NULL,Home Appliances,Cooling & Heating,Fans,121380,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050103000000,NULL,Home Appliances,Cooling & Heating,Fans,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050104000000,NULL,Home Appliances,Cooling & Heating,Heaters,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050104000000,NULL,Home Appliances,Cooling & Heating,Heaters,86700,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050104000000,NULL,Home Appliances,Cooling & Heating,Heaters,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050104000000,NULL,Home Appliances,Cooling & Heating,Heaters,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050105000000,NULL,Home Appliances,Cooling & Heating,Water Heaters,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,051300000000,NULL,Home Appliances,Sewing Machines,Sewing Machines,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050203000000,NULL,Home Appliances,Irons & Garment Steamers,Garment Steamers,138720,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050301100000,NULL,Home Appliances,Vacuums & Floor Care,Vacuum Cleaners,156060,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050301100000,NULL,Home Appliances,Vacuums & Floor Care,Vacuum Cleaners,121380,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050306000000,NULL,Home Appliances,Vacuums & Floor Care,Electric Brooms,121380,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050305000000,NULL,Home Appliances,Vacuums & Floor Care,Steam Mops,190740,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,051201000000,NULL,Home Appliances,Washers & Dryers,Washing Machines,173400,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,051203000000,NULL,Home Appliances,Washers & Dryers,Clothes Dryers,86700,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050612260000,NULL,Home Appliances,Small Kitchen Appliances,Ice Makers,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050601010000,NULL,Home Appliances,Small Kitchen Appliances,Blenders,190740,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050601010000,NULL,Home Appliances,Small Kitchen Appliances,Blenders,121380,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050601030000,NULL,Home Appliances,Small Kitchen Appliances,Mixers,260100,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050601030000,NULL,Home Appliances,Small Kitchen Appliances,Mixers,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050601030000,NULL,Home Appliances,Small Kitchen Appliances,Mixers,138720,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050601040000,NULL,Home Appliances,Small Kitchen Appliances,Grinders,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050612100000,NULL,Home Appliances,Small Kitchen Appliances,Breakfast Makers,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050628000000,NULL,Home Appliances,Small Kitchen Appliances,Suki Pots,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050629000000,NULL,Home Appliances,Small Kitchen Appliances,Electric Pans,242760,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050608000000,NULL,Home Appliances,Small Kitchen Appliances,Juicers & Fruit Extractors,#N/A,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050625000000,NULL,Home Appliances,Small Kitchen Appliances,Electric Food Steamers,86700,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050633000000,NULL,Home Appliances,Small Kitchen Appliances,Electric Sandwich Makers & Presses,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050633000000,NULL,Home Appliances,Small Kitchen Appliances,Electric Sandwich Makers & Presses,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050633000000,NULL,Home Appliances,Small Kitchen Appliances,Electric Sandwich Makers & Presses,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050612010000,NULL,Home Appliances,Small Kitchen Appliances,Other Cookware,#N/A,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050612040000,NULL,Home Appliances,Small Kitchen Appliances,Electric Lunch Boxes,277440,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050612070000,NULL,Home Appliances,Small Kitchen Appliances,Egg Master,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,051110010000,NULL,Home Appliances,Kitchen Appliances,Water Dispensers,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050612240000,NULL,Home Appliances,Small Kitchen Appliances,Yogurt Makers,156060,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050631000000,NULL,Home Appliances,Small Kitchen Appliances,Electric Contact Grills,242760,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050612170000,NULL,Home Appliances,Small Kitchen Appliances,Waffle Makers,121380,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050612200000,NULL,Home Appliances,Small Kitchen Appliances,Popcorn Makers,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050612210000,NULL,Home Appliances,Small Kitchen Appliances,Chocolate Fondue Makers,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050612010000,NULL,Home Appliances,Small Kitchen Appliances,Other Cookware,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,050612220000,NULL,Home Appliances,Small Kitchen Appliances,Cupcake makers,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,051001000000,NULL,Home Appliances,Appliances Parts & Accessories,Air Conditioner Accessories,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,051003000000,NULL,Home Appliances,Appliances Parts & Accessories,Fan Parts & Accessories,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,051006000000,NULL,Home Appliances,Appliances Parts & Accessories,Sewing Machine Parts & Accessories,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,051011000000,NULL,Home Appliances,Appliances Parts & Accessories,Cooktop Parts & Accessories,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,051012000000,NULL,Home Appliances,Appliances Parts & Accessories,Microwave Parts & Accessories,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,051017000000,NULL,Home Appliances,Appliances Parts & Accessories,Small Kitchen Appliance Parts & Accessories,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,051024000000,NULL,Home Appliances,Appliances Parts & Accessories,Specialty Cookware Accessories,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,220103000000,NULL,Bedding & Bath,Bath,Toilet Brushes,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,220110000000,NULL,Bedding & Bath,Bath,Bath Towels,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,220110000000,NULL,Bedding & Bath,Bath,Bath Towels,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,220205000000,NULL,Bedding & Bath,Bedding,Pillow Cases,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,220208000000,NULL,Bedding & Bath,Bedding,Bedding Accessories,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230101080000,NULL,Furniture & Décor,Furniture,Mattresses,121380,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230101040000,NULL,Furniture & Décor,Furniture,Wardrobes,138720,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230101060000,NULL,Furniture & Décor,Furniture,Bedroom Ensembles & Sets,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230103070000,NULL,Furniture & Décor,Furniture,Sideboards & Buffets,86700,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230104020000,NULL,Furniture & Décor,Furniture,Kids Chairs,121380,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230104040000,NULL,Furniture & Décor,Furniture,Toy Boxes & Organisers,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230105010000,NULL,Furniture & Décor,Furniture,Home Office Desks,277440,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,260503000000,NULL,"Tools, DIY & Outdoor",Security,Security Safes,104040,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230203000000,NULL,Furniture & Décor,Storage & Organisation,Shoe Organisers,138720,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230107010000,NULL,Furniture & Décor,Furniture,Gaming Tables,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230301000000,NULL,Furniture & Décor,Home Décor,Cushions & Covers,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230301000000,NULL,Furniture & Décor,Home Décor,Cushions & Covers,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230302000000,NULL,Furniture & Décor,Home Décor,Mirrors,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230302000000,NULL,Furniture & Décor,Home Décor,Mirrors,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230303000000,NULL,Furniture & Décor,Home Décor,Rugs & Carpets,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230304000000,NULL,Furniture & Décor,Home Décor,Wall Décor,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230304000000,NULL,Furniture & Décor,Home Décor,Wall Décor,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230308000000,NULL,Furniture & Décor,Home Décor,Decorative Accents,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230307000000,NULL,Furniture & Décor,Home Décor,Curtains,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230307000000,NULL,Furniture & Décor,Home Décor,Curtains,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230307000000,NULL,Furniture & Décor,Home Décor,Curtains,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230307000000,NULL,Furniture & Décor,Home Décor,Curtains,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230311000000,NULL,Furniture & Décor,Home Décor,Picture Frames,173400,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230308000000,NULL,Furniture & Décor,Home Décor,Decorative Accents,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230308000000,NULL,Furniture & Décor,Home Décor,Decorative Accents,104040,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230312000000,NULL,Furniture & Décor,Home Décor,Candles & Candleholders,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230312000000,NULL,Furniture & Décor,Home Décor,Candles & Candleholders,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230312000000,NULL,Furniture & Décor,Home Décor,Candles & Candleholders,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230313000000,NULL,Furniture & Décor,Home Décor,Artificial Flowers & Plants,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230313000000,NULL,Furniture & Décor,Home Décor,Artificial Flowers & Plants,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230313000000,NULL,Furniture & Décor,Home Décor,Artificial Flowers & Plants,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230314000000,NULL,Furniture & Décor,Home Décor,Aromatherapy and Home Fragrance,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230308000000,NULL,Furniture & Décor,Home Décor,Decorative Accents,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230317000000,NULL,Furniture & Décor,Home Décor,Clocks,86700,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230318000000,NULL,Furniture & Décor,Home Décor,Seasonal,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,260101000000,NULL,"Tools, DIY & Outdoor",Fixtures & Plumbing,Kitchen Fittings,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,260102000000,NULL,"Tools, DIY & Outdoor",Fixtures & Plumbing,Kitchen Tapware,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,260104000000,NULL,"Tools, DIY & Outdoor",Fixtures & Plumbing,Bathroom Tapware,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,260103000000,NULL,"Tools, DIY & Outdoor",Fixtures & Plumbing,Bathroom Fittings,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,260104000000,NULL,"Tools, DIY & Outdoor",Fixtures & Plumbing,Bathroom Tapware,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,260103000000,NULL,"Tools, DIY & Outdoor",Fixtures & Plumbing,Bathroom Fittings,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,260103000000,NULL,"Tools, DIY & Outdoor",Fixtures & Plumbing,Bathroom Fittings,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,260201020000,NULL,"Tools, DIY & Outdoor",Painting & Decorating,Timber & Natural Flooring,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,260201010000,NULL,"Tools, DIY & Outdoor",Painting & Decorating,Tile Flooring,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,101001000000,NULL,Bags and Travel,Men Bags,Messenger Bags,121380,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,260107000000,NULL,"Tools, DIY & Outdoor",Fixtures & Plumbing,Valves,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,260108000000,NULL,"Tools, DIY & Outdoor",Fixtures & Plumbing,Hoses & Pipes,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,260301000000,NULL,"Tools, DIY & Outdoor",Hardware,"Nails, Screws & Fasteners",34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,260301000000,NULL,"Tools, DIY & Outdoor",Hardware,"Nails, Screws & Fasteners",34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230109000000,NULL,Furniture & Décor,Furniture,Furniture Protectors & Parts,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,230109000000,NULL,Furniture & Décor,Furniture,Furniture Protectors & Parts,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,260206000000,NULL,"Tools, DIY & Outdoor",Painting & Decorating,Adhesives & Tape,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,260206000000,NULL,"Tools, DIY & Outdoor",Painting & Decorating,Adhesives & Tape,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,260206000000,NULL,"Tools, DIY & Outdoor",Painting & Decorating,Adhesives & Tape,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,260303000000,NULL,"Tools, DIY & Outdoor",Hardware,Tarps & Tie-Downs,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
