id_tbc_variable,regional_key,primary_category,category_lv_1,category_lv_2,category_deepest,shipping_rate,start_date,end_date
NULL,260103000000,NULL,"Tools, DIY & Outdoor",Fixtures & Plumbing,Bathroom Fittings,85210,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260103000000,NULL,"Tools, DIY & Outdoor",Fixtures & Plumbing,Bathroom Fittings,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260201020000,NULL,"Tools, DIY & Outdoor",Painting & Decorating,Timber & Natural Flooring,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260201030000,NULL,"Tools, DIY & Outdoor",Painting & Decorating,Vinyl Flooring,85210,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260201020000,NULL,"Tools, DIY & Outdoor",Painting & Decorating,Timber & Natural Flooring,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260201010000,NULL,"Tools, DIY & Outdoor",Painting & Decorating,Tile Flooring,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260201060000,NULL,"Tools, DIY & Outdoor",Painting & Decorating,Flooring Accessories & Adhesives,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260201060000,NULL,"Tools, DIY & Outdoor",Painting & Decorating,Flooring Accessories & Adhesives,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260201060000,NULL,"Tools, DIY & Outdoor",Painting & Decorating,Flooring Accessories & Adhesives,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260201060000,NULL,"Tools, DIY & Outdoor",Painting & Decorating,Flooring Accessories & Adhesives,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260201060000,NULL,"Tools, DIY & Outdoor",Painting & Decorating,Flooring Accessories & Adhesives,102252,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260201020000,NULL,"Tools, DIY & Outdoor",Painting & Decorating,Timber & Natural Flooring,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260105000000,NULL,"Tools, DIY & Outdoor",Fixtures & Plumbing,Traps & Drains,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260106000000,NULL,"Tools, DIY & Outdoor",Fixtures & Plumbing,Fixture Parts & Components,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260301000000,NULL,"Tools, DIY & Outdoor",Hardware,"Nails, Screws & Fasteners",17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260301000000,NULL,"Tools, DIY & Outdoor",Hardware,"Nails, Screws & Fasteners",17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260301000000,NULL,"Tools, DIY & Outdoor",Hardware,"Nails, Screws & Fasteners",0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260301000000,NULL,"Tools, DIY & Outdoor",Hardware,"Nails, Screws & Fasteners",17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,230109000000,NULL,Furniture & Décor,Furniture,Furniture Protectors & Parts,85210,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,230109000000,NULL,Furniture & Décor,Furniture,Furniture Protectors & Parts,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260303000000,NULL,"Tools, DIY & Outdoor",Hardware,Tarps & Tie-Downs,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260304000000,NULL,"Tools, DIY & Outdoor",Hardware,Picture Hangers & Hooks,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260303000000,NULL,"Tools, DIY & Outdoor",Hardware,Tarps & Tie-Downs,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260304000000,NULL,"Tools, DIY & Outdoor",Hardware,Picture Hangers & Hooks,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260402000000,NULL,"Tools, DIY & Outdoor",Protective Clothing & Equipment,Eye Protection,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260403000000,NULL,"Tools, DIY & Outdoor",Protective Clothing & Equipment,Head Protection,102252,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260405000000,NULL,"Tools, DIY & Outdoor",Protective Clothing & Equipment,Masks & Filters,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260406000000,NULL,"Tools, DIY & Outdoor",Protective Clothing & Equipment,Safety Cones & Tape,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260411000000,NULL,"Tools, DIY & Outdoor",Protective Clothing & Equipment,Work Jackets & Outerware,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260408000000,NULL,"Tools, DIY & Outdoor",Protective Clothing & Equipment,Work Pants & Shorts,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260411000000,NULL,"Tools, DIY & Outdoor",Protective Clothing & Equipment,Work Jackets & Outerware,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260410000000,NULL,"Tools, DIY & Outdoor",Protective Clothing & Equipment,Work Tops & Shirts,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260413000000,NULL,"Tools, DIY & Outdoor",Protective Clothing & Equipment,Safety Harnesses & Supports,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260900000000,NULL,"Tools, DIY & Outdoor",Tool Storage & Shelving,Tool Storage & Shelving,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260410000000,NULL,"Tools, DIY & Outdoor",Protective Clothing & Equipment,Work Tops & Shirts,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260411000000,NULL,"Tools, DIY & Outdoor",Protective Clothing & Equipment,Work Jackets & Outerware,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260501000000,NULL,"Tools, DIY & Outdoor",Security,Door hardware & locks,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260502000000,NULL,"Tools, DIY & Outdoor",Security,Gate Hardware,85210,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260602000000,NULL,"Tools, DIY & Outdoor",Fire Safety,Fire Extinguishers,85210,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,250106000000,NULL,Laundry & Cleaning,Cleaning,Garbage & Recycling Bins,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,250101000000,NULL,Laundry & Cleaning,Cleaning,"Brushes, Sponges & Wipers",17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,250104000000,NULL,Laundry & Cleaning,Cleaning,Cleaning Gloves,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,250108000000,NULL,Laundry & Cleaning,Cleaning,Trash Bags & Liners,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,250102000000,NULL,Laundry & Cleaning,Cleaning,Cleaning Buckets & Tubs,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,250101000000,NULL,Laundry & Cleaning,Cleaning,"Brushes, Sponges & Wipers",17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,250101000000,NULL,Laundry & Cleaning,Cleaning,"Brushes, Sponges & Wipers",68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,250105000000,NULL,Laundry & Cleaning,Cleaning,Dusters & Dust Cloths,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,250106000000,NULL,Laundry & Cleaning,Cleaning,Garbage & Recycling Bins,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,250203000000,NULL,Laundry & Cleaning,Laundry,Clothes Hangers & Pegs,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,250201000000,NULL,Laundry & Cleaning,Laundry,Laundry Baskets & Hampers,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,250206000000,NULL,Laundry & Cleaning,Laundry,Laundry & Ironing Tools,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,250206000000,NULL,Laundry & Cleaning,Laundry,Laundry & Ironing Tools,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260205000000,NULL,"Tools, DIY & Outdoor",Painting & Decorating,Paint Tools & Accessories,85210,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260205000000,NULL,"Tools, DIY & Outdoor",Painting & Decorating,Paint Tools & Accessories,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260701000000,NULL,"Tools, DIY & Outdoor",Work Lights,Rechargeable & Flashlights,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260805000000,NULL,"Tools, DIY & Outdoor",Electrical,Electrical Circuitry & Parts,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261406000000,NULL,"Tools, DIY & Outdoor",Outdoor,Electric Insect Killers,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260804000000,NULL,"Tools, DIY & Outdoor",Electrical,Batteries,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260900000000,NULL,"Tools, DIY & Outdoor",Tool Storage & Shelving,Tool Storage & Shelving,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,260900000000,NULL,"Tools, DIY & Outdoor",Tool Storage & Shelving,Tool Storage & Shelving,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261000000000,NULL,"Tools, DIY & Outdoor",Ladders & Workbenches,Ladders & Workbenches,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261100000000,NULL,"Tools, DIY & Outdoor",Measuring & Levelling,Measuring & Levelling,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261100000000,NULL,"Tools, DIY & Outdoor",Measuring & Levelling,Measuring & Levelling,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261226000000,NULL,"Tools, DIY & Outdoor",Hand Tools,Industrial Supplies,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261215000000,NULL,"Tools, DIY & Outdoor",Hand Tools,Caulking Guns,136336,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261203000000,NULL,"Tools, DIY & Outdoor",Hand Tools,Clamps,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261217000000,NULL,"Tools, DIY & Outdoor",Hand Tools,"Fastening, Gluing & Soldering",34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261202000000,NULL,"Tools, DIY & Outdoor",Hand Tools,Hammers,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261204000000,NULL,"Tools, DIY & Outdoor",Hand Tools,Inspection Tools,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261206000000,NULL,"Tools, DIY & Outdoor",Hand Tools,Pliers,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261207000000,NULL,"Tools, DIY & Outdoor",Hand Tools,Prying Tools,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261208000000,NULL,"Tools, DIY & Outdoor",Hand Tools,Ratchets & Sockets,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261209000000,NULL,"Tools, DIY & Outdoor",Hand Tools,Saws,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261210000000,NULL,"Tools, DIY & Outdoor",Hand Tools,Scissors & Snips,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261213000000,NULL,"Tools, DIY & Outdoor",Hand Tools,Tool Sets,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261214000000,NULL,"Tools, DIY & Outdoor",Hand Tools,Trowels,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261218000000,NULL,"Tools, DIY & Outdoor",Hand Tools,Winches,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261321000000,NULL,"Tools, DIY & Outdoor",Power Tools,Power Tool Accessory,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261301000000,NULL,"Tools, DIY & Outdoor",Power Tools,Combo Kits,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261303000000,NULL,"Tools, DIY & Outdoor",Power Tools,Drills & Drivers,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261310000000,NULL,"Tools, DIY & Outdoor",Power Tools,Planers & Jointers,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261310000000,NULL,"Tools, DIY & Outdoor",Power Tools,Planers & Jointers,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261311000000,NULL,"Tools, DIY & Outdoor",Power Tools,Power Routers,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261313000000,NULL,"Tools, DIY & Outdoor",Power Tools,Power Saws,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261314000000,NULL,"Tools, DIY & Outdoor",Power Tools,Shears & Nibbles,85210,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261315000000,NULL,"Tools, DIY & Outdoor",Power Tools,Dust Extractors,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261316000000,NULL,"Tools, DIY & Outdoor",Power Tools,Welding Tools,85210,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261501020000,NULL,"Tools, DIY & Outdoor",Lawn & Garden,Outdoor Power Tools,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261319000000,NULL,"Tools, DIY & Outdoor",Power Tools,Oscillating Tools,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261321000000,NULL,"Tools, DIY & Outdoor",Power Tools,Power Tool Accessory,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261321000000,NULL,"Tools, DIY & Outdoor",Power Tools,Power Tool Accessory,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261321000000,NULL,"Tools, DIY & Outdoor",Power Tools,Power Tool Accessory,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261321000000,NULL,"Tools, DIY & Outdoor",Power Tools,Power Tool Accessory,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261321000000,NULL,"Tools, DIY & Outdoor",Power Tools,Power Tool Accessory,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,261321000000,NULL,"Tools, DIY & Outdoor",Power Tools,Power Tool Accessory,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240102000000,NULL,Kitchen & Dining,Bakeware,Bakeware Dishes,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240103000000,NULL,Kitchen & Dining,Bakeware,Baking Tools & Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240713000000,NULL,Kitchen & Dining,Kitchen Utensils,Mixing Bowls,85210,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240103000000,NULL,Kitchen & Dining,Bakeware,Baking Tools & Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240103000000,NULL,Kitchen & Dining,Bakeware,Baking Tools & Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240203000000,NULL,Kitchen & Dining,Cookware,Pots & Pans,221546,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240204000000,NULL,Kitchen & Dining,Cookware,Woks & Stir-Fry Pans,306756,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240205000000,NULL,Kitchen & Dining,Cookware,"Steamers, Stock & Pasta Pots",136336,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240213000000,NULL,Kitchen & Dining,Cookware,Specialty Cookware,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240213000000,NULL,Kitchen & Dining,Cookware,Specialty Cookware,85210,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240205000000,NULL,Kitchen & Dining,Cookware,"Steamers, Stock & Pasta Pots",238588,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240211000000,NULL,Kitchen & Dining,Cookware,Casserole Pots,119294,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240301000000,NULL,Kitchen & Dining,Dinnerware,Cutlery,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240301000000,NULL,Kitchen & Dining,Dinnerware,Cutlery,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240301000000,NULL,Kitchen & Dining,Dinnerware,Cutlery,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240302000000,NULL,Kitchen & Dining,Dinnerware,Plates,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240302000000,NULL,Kitchen & Dining,Dinnerware,Plates,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240303000000,NULL,Kitchen & Dining,Dinnerware,Bowls,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240303000000,NULL,Kitchen & Dining,Dinnerware,Bowls,187462,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240303000000,NULL,Kitchen & Dining,Dinnerware,Bowls,102252,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240303000000,NULL,Kitchen & Dining,Dinnerware,Bowls,204504,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240303000000,NULL,Kitchen & Dining,Dinnerware,Bowls,85210,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240303000000,NULL,Kitchen & Dining,Dinnerware,Bowls,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240303000000,NULL,Kitchen & Dining,Dinnerware,Bowls,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240407000000,NULL,Kitchen & Dining,Drinkware,"Cups, Mugs & Saucers",68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240407000000,NULL,Kitchen & Dining,Drinkware,"Cups, Mugs & Saucers",51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240407000000,NULL,Kitchen & Dining,Drinkware,"Cups, Mugs & Saucers",17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240407000000,NULL,Kitchen & Dining,Drinkware,"Cups, Mugs & Saucers",51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240407000000,NULL,Kitchen & Dining,Drinkware,"Cups, Mugs & Saucers",68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240407000000,NULL,Kitchen & Dining,Drinkware,"Cups, Mugs & Saucers",51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240401000000,NULL,Kitchen & Dining,Drinkware,Everyday Glassware,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240403000000,NULL,Kitchen & Dining,Drinkware,Specialty Glassware,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240403000000,NULL,Kitchen & Dining,Drinkware,Specialty Glassware,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240403000000,NULL,Kitchen & Dining,Drinkware,Specialty Glassware,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240403000000,NULL,Kitchen & Dining,Drinkware,Specialty Glassware,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240403000000,NULL,Kitchen & Dining,Drinkware,Specialty Glassware,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240403000000,NULL,Kitchen & Dining,Drinkware,Specialty Glassware,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240405000000,NULL,Kitchen & Dining,Drinkware,Jugs & Pitchers,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240405000000,NULL,Kitchen & Dining,Drinkware,Jugs & Pitchers,102252,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240405000000,NULL,Kitchen & Dining,Drinkware,Jugs & Pitchers,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240502000000,NULL,Kitchen & Dining,Serveware,Serving Utensils,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240502000000,NULL,Kitchen & Dining,Serveware,Serving Utensils,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240502000000,NULL,Kitchen & Dining,Serveware,Serving Utensils,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240502000000,NULL,Kitchen & Dining,Serveware,Serving Utensils,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240502000000,NULL,Kitchen & Dining,Serveware,Serving Utensils,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240502000000,NULL,Kitchen & Dining,Serveware,Serving Utensils,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240503000000,NULL,Kitchen & Dining,Serveware,Cake & Tiered Stands,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240505000000,NULL,Kitchen & Dining,Serveware,Serving Platters,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240501000000,NULL,Kitchen & Dining,Serveware,Serving Bowls,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240516000000,NULL,Kitchen & Dining,Serveware,Cruets & Condiment Sets,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240514000000,NULL,Kitchen & Dining,Serveware,Gravy Boats,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240505000000,NULL,Kitchen & Dining,Serveware,Serving Platters,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240516000000,NULL,Kitchen & Dining,Serveware,Cruets & Condiment Sets,85210,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240518000000,NULL,Kitchen & Dining,Serveware,Food Warmers,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240502000000,NULL,Kitchen & Dining,Serveware,Serving Utensils,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240501000000,NULL,Kitchen & Dining,Serveware,Serving Bowls,85210,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240505000000,NULL,Kitchen & Dining,Serveware,Serving Platters,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240409000000,NULL,Kitchen & Dining,Drinkware,Bar & Wine Tools,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240409000000,NULL,Kitchen & Dining,Drinkware,Bar & Wine Tools,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240409000000,NULL,Kitchen & Dining,Drinkware,Bar & Wine Tools,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240409000000,NULL,Kitchen & Dining,Drinkware,Bar & Wine Tools,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240409000000,NULL,Kitchen & Dining,Drinkware,Bar & Wine Tools,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240409000000,NULL,Kitchen & Dining,Drinkware,Bar & Wine Tools,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240409000000,NULL,Kitchen & Dining,Drinkware,Bar & Wine Tools,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240409000000,NULL,Kitchen & Dining,Drinkware,Bar & Wine Tools,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240409000000,NULL,Kitchen & Dining,Drinkware,Bar & Wine Tools,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240409000000,NULL,Kitchen & Dining,Drinkware,Bar & Wine Tools,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240409000000,NULL,Kitchen & Dining,Drinkware,Bar & Wine Tools,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240409000000,NULL,Kitchen & Dining,Drinkware,Bar & Wine Tools,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240906000000,NULL,Kitchen & Dining,Kitchen Storage & Accessories,Wine Racks,85210,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240404000000,NULL,Kitchen & Dining,Drinkware,Decanters,102252,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240604000000,NULL,Kitchen & Dining,Coffee & Tea,Teapots & Coffee Servers,85210,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240604000000,NULL,Kitchen & Dining,Coffee & Tea,Teapots & Coffee Servers,153378,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240212000000,NULL,Kitchen & Dining,Cookware,Stove Kettles,136336,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240606000000,NULL,Kitchen & Dining,Coffee & Tea,Creamer & Sugar Bowls,136336,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240601000000,NULL,Kitchen & Dining,Coffee & Tea,Coffee Makers & Grinders,102252,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240605000000,NULL,Kitchen & Dining,Coffee & Tea,Milk Frothers,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240602000000,NULL,Kitchen & Dining,Coffee & Tea,Coffee Making Accessories,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240718020000,NULL,Kitchen & Dining,Kitchen Utensils,Cooking Knives,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240718020000,NULL,Kitchen & Dining,Kitchen Utensils,Cooking Knives,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240718020000,NULL,Kitchen & Dining,Kitchen Utensils,Cooking Knives,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240718020000,NULL,Kitchen & Dining,Kitchen Utensils,Cooking Knives,85210,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240718020000,NULL,Kitchen & Dining,Kitchen Utensils,Cooking Knives,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240718020000,NULL,Kitchen & Dining,Kitchen Utensils,Cooking Knives,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240718020000,NULL,Kitchen & Dining,Kitchen Utensils,Cooking Knives,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240718020000,NULL,Kitchen & Dining,Kitchen Utensils,Cooking Knives,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240718020000,NULL,Kitchen & Dining,Kitchen Utensils,Cooking Knives,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240718020000,NULL,Kitchen & Dining,Kitchen Utensils,Cooking Knives,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240718020000,NULL,Kitchen & Dining,Kitchen Utensils,Cooking Knives,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240718020000,NULL,Kitchen & Dining,Kitchen Utensils,Cooking Knives,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240718040000,NULL,Kitchen & Dining,Kitchen Utensils,Knife Sharpeners & Blocks,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240802000000,NULL,Kitchen & Dining,Kitchen & Table Linen,Table Cloths & Runners,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240802000000,NULL,Kitchen & Dining,Kitchen & Table Linen,Table Cloths & Runners,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240807000000,NULL,Kitchen & Dining,Kitchen & Table Linen,Table Linen Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240801000000,NULL,Kitchen & Dining,Kitchen & Table Linen,Placemats & Coasters,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240803000000,NULL,Kitchen & Dining,Kitchen & Table Linen,Dish Cloth & Towels,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240603000000,NULL,Kitchen & Dining,Coffee & Tea,Tea Making Accessories,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240805000000,NULL,Kitchen & Dining,Kitchen & Table Linen,"Potholders, Mitts  & Cozies",34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,240806000000,NULL,Kitchen & Dining,Kitchen & Table Linen,Aprons,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
